ENTRY,DELTAG,UNCERTAINTY,CHARGE,REASON ENERGY COULD NOT BE ESTIMATED,,,,,,
C09966,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C09967,-230.58,2.45239,0,,,,,,,
C09968,-230.25,4.37417,-2,,,,,,,
C09969,-134.98,3.17147,-1,,,,,,,
C09970,-25.2,2.43347,0,,,,,,,
C09971,-141.518,5.00761,0,,,,,,,
C09972,-635.9,8.0362,0,,,,,,,
C09973,-284.94,2.5623,0,,,,,,,
C09974,-108.01,1.51216,0,,,,,,,
C09975,-103.18,2.34716,-1,,,,,,,
C09976,-72.19,4.36188,0,,,,,,,
C09977,-69.429,2.82164,0,,,,,,,
C09978,-62.84,3.09193,-1,,,,,,,
C09979,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C09980,-41.17,2.18786,0,,,,,,,
C09981,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C09982,-182.53,3.11857,0,,,,,,,
C09983,-100.77,2.04759,0,,,,,,,
C09984,72.83,2.30562,1,,,,,,,
C09985,-50.11,2.22987,0,,,,,,,
C09986,-48.55,2.15378,0,,,,,,,
C09987,38.75,2.01934,0,,,,,,,
C09988,23.3,1.59616,0,,,,,,,
C09989,2.52,2.01046,0,,,,,,,
C09990,70.22,7.83566,0,,,,,,,
C09991,46.56,2.1458,0,,,,,,,
C09992,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C09993,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C09994,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C09995,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C09996,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C09997,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C09998,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C09999,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10000,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10001,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10002,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10003,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10004,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10005,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10006,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10007,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10008,-67.62,3.89862,0,,,,,,,
C10009,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10010,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10011,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10012,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10013,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10014,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10015,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10016,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10017,-203.34,5.00646,-1,,,,,,,
C10018,-203.34,5.00646,-1,,,,,,,
C10019,-78.74,2.4532,0,,,,,,,
C10020,-381.8,3.11139,-1,,,,,,,
C10021,-195.96,2.84951,0,,,,,,,
C10022,-162.43,2.72942,-1,,,,,,,
C10023,-99.34,2.49495,-1,,,,,,,
C10024,-64.09,2.62565,0,,,,,,,
C10025,-309.74,3.07763,-1,,,,,,,
C10026,-450.12,4.56006,-1,,,,,,,
C10027,-147.19,2.99983,0,,,,,,,
C10028,-68.56,2.22009,0,,,,,,,
C10029,-39.26,2.36192,0,,,,,,,
C10030,-166.66,3.17322,0,,,,,,,
C10031,-181.31,2.98334,0,,,,,,,
C10032,-143.05,2.91781,0,,,,,,,
C10033,-157.7,2.77512,0,,,,,,,
C10034,-203.34,5.00646,-1,,,,,,,
C10035,-39.11,2.92811,-1,,,,,,,
C10036,-137.6,2.57127,-1,,,,,,,
C10037,-98.12,2.47152,-1,,,,,,,
C10038,-132.87,2.50401,0,,,,,,,
C10039,-413.6,4.43765,0,,,,,,,
C10040,-143.05,2.91781,0,,,,,,,
C10041,-137.6,2.57127,-1,,,,,,,
C10042,-312.36,3.39431,-1,,,,,,,
C10043,10.4,2.17411,0,,,,,,,
C10044,-98.12,2.47152,-1,,,,,,,
C10045,-62.87,2.60339,0,,,,,,,
C10046,-93.39,2.35176,0,,,,,,,
C10047,-93.39,2.35176,0,,,,,,,
C10048,-174.04,5.05213,-1,,,,,,,
C10049,-73.28,2.60789,-1,,,,,,,
C10050,-338.81,3.54798,-1,,,,,,,
C10051,-375.04,3.5808,-1,,,,,,,
C10052,-137.85,3.16683,-1,,,,,,,
C10053,-146.55,3.03905,0,,,,,,,
C10054,-57.4,2.95682,0,,,,,,,
C10055,-63.71,4.26557,0,,,,,,,
C10056,-161.2,3.02797,0,,,,,,,
C10057,-187.06,4.86315,-1,,,,,,,
C10058,-132.87,2.50401,0,,,,,,,
C10059,-103.19,4.28429,0,,,,,,,
C10060,-131.9,3.11311,0,,,,,,,
C10061,-82.24,2.86457,0,,,,,,,
C10062,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10063,-102.82,3.56698,-1,,,,,,,
C10064,-131.9,3.11311,0,,,,,,,
C10065,-121.72,2.92458,0,,,,,,,
C10066,-107.07,2.94145,0,,,,,,,
C10067,-312.61,3.85906,-1,,,,,,,
C10068,-168.38,3.14459,-2,,,,,,,
C10069,-146.55,3.03905,0,,,,,,,
C10070,-107.07,2.94145,0,,,,,,,
C10071,-108.92,4.43298,0,,,,,,,
C10072,-178.3,2.82337,-1,,,,,,,
C10073,-344.26,3.32469,0,,,,,,,
C10074,-142.67,4.33396,0,,,,,,,
C10075,-287.78,3.7381,-1,,,,,,,
C10076,-121.16,4.44471,0,,,,,,,
C10077,-318.56,4.16306,-2,,,,,,,
C10078,-178.3,2.82337,-1,,,,,,,
C10079,-187,2.69108,0,,,,,,,
C10080,-96.87,3.48201,0,,,,,,,
C10081,-107.07,2.94145,0,,,,,,,
C10082,-121.72,2.92458,0,,,,,,,
C10083,-131.9,3.11311,0,,,,,,,
C10084,-162.43,2.72942,-1,,,,,,,
C10085,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10086,-152.5,3.15116,-1,,,,,,,
C10087,-123.35,3.01154,0,,,,,,,
C10088,-161.2,3.02797,0,,,,,,,
C10089,-319.68,3.67068,0,,,,,,,
C10090,-107.99,4.97467,0,,,,,,,
C10091,-131.9,3.11311,0,,,,,,,
C10092,-146.55,3.03905,0,,,,,,,
C10093,-305.03,3.71198,0,,,,,,,
C10094,-121.72,2.92458,0,,,,,,,
C10095,-319.68,3.67068,0,,,,,,,
C10097,-138.82,2.63895,-1,,,,,,,
C10098,-122.95,2.59045,-1,,,,,,,
C10099,-209.9,4.72373,0,,,,,,,
C10100,-185.06,5.02338,0,,,,,,,
C10101,-168.66,4.36394,-2,,,,,,,
C10102,-488.34,4.68787,-1,,,,,,,
C10103,-421.28,3.24273,-1,,,,,,,
C10104,-294.6,3.42595,0,,,,,,,
C10105,-177.08,2.71708,-1,,,,,,,
C10106,-102.93,3.69542,0,,,,,,,
C10107,-216.56,2.90199,-1,,,,,,,
C10108,-347.51,3.45745,0,,,,,,,
C10109,-450.12,4.56006,-1,,,,,,,
C10110,-410.64,4.4,-1,,,,,,,
C10111,-143.05,2.91781,0,,,,,,,
C10112,-138.58,3.79446,0,,,,,,,
C10113,-99.34,2.49495,-1,,,,,,,
C10114,-313.58,3.47998,-1,,,,,,,
C10115,-181.31,2.98334,0,,,,,,,
C10116,-181.31,2.98334,0,,,,,,,
C10117,-141.83,2.81509,0,,,,,,,
C10118,-201.91,2.9081,-1,,,,,,,
C10119,-172.35,2.69766,0,,,,,,,
C10120,-178.71,2.87933,-1,,,,,,,
C10121,-68.56,2.22009,0,,,,,,,
C10122,-207.86,3.30087,-2,,,,,,,
C10123,83.67,2.26709,0,,,,,,,
C10124,-123.66,1.75188,0,,,,,,,
C10125,29.19,2.02042,0,,,,,,,
C10126,82.06,2.0585,0,,,,,,,
C10127,-20.96,2.50392,0,,,,,,,
C10128,-36.5,1.10836,-1,,,,,,,
C10129,-32.35,1.19577,0,,,,,,,
C10130,79.1,2.80066,0,,,,,,,
C10131,71.53,2.44498,0,,,,,,,
C10132,-123.66,1.75188,0,,,,,,,
C10133,31.16,1.96199,1,,,,,,,
C10134,-205.87,2.10337,0,,,,,,,
C10135,-81.1,2.46143,0,,,,,,,
C10136,-33.94,1.34672,0,,,,,,,
C10137,-66.9,1.76347,0,,,,,,,
C10138,28.38,1.49382,1,,,,,,,
C10139,80.09,2.55015,0,,,,,,,
C10140,-58.17,1.0632,-1,,,,,,,
C10141,-135.66,1.16286,0,,,,,,,
C10142,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C10143,-137.22,1.14646,0,,,,,,,
C10144,-95.82,1.04764,0,,,,,,,
C10145,-83.36,4.03636,0,,,,,,,
C10146,-33.91,1.47351,-1,,,,,,,
C10147,-19.91,3.32969,0,,,,,,,
C10148,44.7,5.18437,0,,,,,,,
C10149,-48.77,1.05779,-1,,,,,,,
C10150,-89.24,2.24012,-1,,,,,,,
C10151,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10152,-5.62,1.03486,0,,,,,,,
C10153,14.67,1.34906,0,,,,,,,
C10154,48.94,3.54276,0,,,,,,,
C10155,-42.42,1.89531,0,,,,,,,
C10156,31.27,1.9299,0,,,,,,,
C10157,44.21,1.98176,0,,,,,,,
C10158,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10159,35.6,1.21731,0,,,,,,,
C10160,67.88,2.09394,0,,,,,,,
C10161,101.34,2.43109,0,,,,,,,
C10162,87.01,2.3506,1,,,,,,,
C10163,-8.93,3.66484,0,,,,,,,
C10164,-38.36,1.51584,-1,,,,,,,
C10165,43.7,1.1404,0,,,,,,,
C10166,-52.63,2.2584,0,,,,,,,
C10167,-70.17,1.40979,0,,,,,,,
C10168,-16.51,1.03794,0,,,,,,,
C10169,-25.83,1.65923,0,,,,,,,
C10170,148.24,4.49245,0,,,,,,,
C10171,32.81,1.43681,0,,,,,,,
C10172,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10173,-82.26,1.83188,0,,,,,,,
C10174,-2.61,2.9604,0,,,,,,,
C10175,-586.77,5.60978,0,,,,,,,
C10176,-162.43,2.72942,-1,,,,,,,
C10177,-177.08,2.71708,-1,,,,,,,
C10178,-549.28,5.63669,0,,,,,,,
C10179,-203.34,5.00646,-1,,,,,,,
C10180,-141.83,2.81509,0,,,,,,,
C10181,-410.64,4.4,-1,,,,,,,
C10182,-159.39,5.13189,-1,,,,,,,
C10183,-167.88,3.30068,0,,,,,,,
C10184,-138.82,2.63895,-1,,,,,,,
C10185,-162.43,2.72942,-1,,,,,,,
C10186,-113.75,3.36209,0,,,,,,,
C10187,-307.63,3.37879,0,,,,,,,
C10188,-162.43,2.72942,-1,,,,,,,
C10189,-133.13,2.95795,-1,,,,,,,
C10190,-113.75,3.36209,0,,,,,,,
C10191,-182.53,3.11857,0,,,,,,,
C10192,-187,2.69108,0,,,,,,,
C10193,-157.7,2.77512,0,,,,,,,
C10194,-143.58,3.6664,-1,,,,,,,
C10195,-448.86,4.52882,-1,,,,,,,
C10196,-412.63,4.49415,-1,,,,,,,
C10197,-93.39,2.35176,0,,,,,,,
C10198,-178.97,7.97156,0,,,,,,,
C10199,-78.74,2.4532,0,,,,,,,
C10200,-51.01,3.69896,0,,,,,,,
C10201,-120.25,3.94548,0,,,,,,,
C10202,-113.61,2.78022,0,,,,,,,
C10203,-132.87,2.50401,0,,,,,,,
C10204,-123.99,2.50362,0,,,,,,,
C10205,-90.14,3.44347,0,,,,,,,
C10206,-85.76,4.57631,0,,,,,,,
C10207,-134.76,3.48942,0,,,,,,,
C10208,-68.56,2.22009,0,,,,,,,
C10209,-233.96,4.66566,0,,,,,,,
C10210,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10211,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10212,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10213,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10214,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10215,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10216,-227.04,3.00725,0,,,,,,,
C10217,-225.48,3.78842,0,,,,,,,
C10218,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10219,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10220,-709.81,5.76891,-1,,,,,,,
C10221,-312.92,5.04501,0,,,,,,,
C10222,-931.4,15.5818,0,,,,,,,
C10223,-474.59,6.35549,0,,,,,,,
C10224,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10225,-388.58,7.273,0,,,,,,,
C10226,-265.53,6.44608,-1,,,,,,,
C10227,-391.88,5.49618,0,,,,,,,
C10228,-273.44,4.84523,0,,,,,,,
C10229,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10230,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10231,-233.96,4.66566,0,,,,,,,
C10232,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10233,-380.1,6.32291,0,,,,,,,
C10234,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C10235,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10236,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10237,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C10238,-312.92,5.04501,0,,,,,,,
C10239,-467.54,7.67636,0,,,,,,,
C10240,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10241,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10242,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C10243,-707.04,5.90019,0,,,,,,,
C10244,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C10245,-237.24,2.84981,0,,,,,,,
C10246,-64.768,4.20281,0,,,,,,,
C10247,-37.35,1.92612,0,,,,,,,
C10248,-81.458,5.39836,0,,,,,,,
C10249,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C10250,-25.83,2.82756,0,,,,,,,
C10251,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C10252,-133.76,5.90403,0,,,,,,,
C10253,-52,1.90026,0,,,,,,,
C10254,-12.52,1.71824,0,,,,,,,
C10255,-52,1.90026,0,,,,,,,
C10256,-62.18,2.24956,0,,,,,,,
C10257,-30.91,2.78691,0,,,,,,,
C10258,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C10259,-26.38,1.98429,0,,,,,,,
C10260,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10261,-30.91,2.78691,0,,,,,,,
C10262,-78.63,2.04736,0,,,,,,,
C10263,-102.47,1.88376,0,,,,,,,
C10264,-42.94,2.45036,-1,,,,,,,
C10265,-64.768,4.20281,0,,,,,,,
C10266,-222.59,2.9028,0,,,,,,,
C10267,-16.26,2.87303,0,,,,,,,
C10268,-95.15,1.89777,-1,,,,,,,
C10269,-12.52,1.71824,0,,,,,,,
C10270,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10271,-22.7,2.04874,0,,,,,,,
C10272,-16.26,2.87303,0,,,,,,,
C10273,-78.76,2.33309,0,,,,,,,
C10274,-103.46,2.18945,0,,,,,,,
C10275,-197.76,2.66448,0,,,,,,,
C10276,14.85,1.99718,0,,,,,,,
C10277,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10278,-45.99,1.77484,0,,,,,,,
C10279,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10280,-156.17,3.05094,0,,,,,,,
C10281,12.32,1.95741,0,,,,,,,
C10282,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10283,-53.92,2.64545,0,,,,,,,
C10284,-71.68,1.61709,0,,,,,,,
C10285,-14.44,2.41567,0,,,,,,,
C10286,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10287,-9.98,2.25899,0,,,,,,,
C10288,-222.59,2.9028,0,,,,,,,
C10289,-78.28,3.89238,0,,,,,,,
C10290,-61.73,2.53934,0,,,,,,,
C10291,-64.19,2.9103,0,,,,,,,
C10292,-105.54,1.96499,0,,,,,,,
C10293,-119.69,2.29397,0,,,,,,,
C10294,-116.7,2.9486,0,,,,,,,
C10295,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C10296,-212.01,2.7553,0,,,,,,,
C10297,-118.32,2.94729,0,,,,,,,
C10298,-109.39,1.97684,0,,,,,,,
C10299,-195.92,2.107,0,,,,,,,
C10300,-87.3,2.16077,-1,,,,,,,
C10301,-167.12,1.9218,0,,,,,,,
C10302,-9.99,2.62461,0,,,,,,,
C10303,-328.09,3.8639,0,,,,,,,
C10304,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10305,-255.44,3.30131,0,,,,,,,
C10306,-178.11,4.42946,0,,,,,,,
C10307,-413.92,4.28018,0,,,,,,,
C10308,-156.9,6.04098,0,,,,,,,
C10309,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C10310,-18.26,1.81116,0,,,,,,,
C10311,-116.61,3.30369,-1,,,,,,,
C10312,-78.84,2.88775,0,,,,,,,
C10313,-298.79,4.1792,0,,,,,,,
C10314,-44.09,2.78084,0,,,,,,,
C10315,-80.47,2.93582,0,,,,,,,
C10316,-238.95,3.33266,0,,,,,,,
C10317,-130.64,3.22855,-1,,,,,,,
C10318,-83.04,9.63884,-2,,,,,,,
C10319,-195.92,2.107,0,,,,,,,
C10320,-112.63,1.88093,0,,,,,,,
C10321,-31.84,1.64338,0,,,,,,,
C10322,-25.93,4.36143,0,,,,,,,
C10323,-94.329,2.799,0,,,,,,,
C10324,-127.66,1.84872,0,,,,,,,
C10325,9.84,1.88282,0,,,,,,,
C10326,-142.31,1.80209,0,,,,,,,
C10327,-77.22,2.88909,0,,,,,,,
C10328,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10329,-80.47,2.93582,0,,,,,,,
C10330,-142.31,1.80209,0,,,,,,,
C10331,-79.78,1.6863,0,,,,,,,
C10332,-114.22,3.84276,0,,,,,,,
C10333,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10334,-264.11,5.39785,0,,,,,,,
C10335,-85.67,2.10717,-1,,,,,,,
C10336,-142.31,1.80209,0,,,,,,,
C10337,-34.54,2.62603,0,,,,,,,
C10338,-129.56,2.18567,0,,,,,,,
C10339,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10340,-55.61,2.74336,0,,,,,,,
C10341,-181.27,2.15806,0,,,,,,,
C10342,-84.59,2.04912,-1,,,,,,,
C10343,-119.95,3.0336,0,,,,,,,
C10344,-182.74,2.23515,0,,,,,,,
C10345,-269.73,3.53317,-1,,,,,,,
C10346,-242.2,3.41158,0,,,,,,,
C10347,-142.31,1.80209,0,,,,,,,
C10348,-58.13,1.87088,0,,,,,,,
C10349,-241.1,3.29675,0,,,,,,,
C10350,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10351,21.59,1.78825,0,,,,,,,
C10352,-85.5,1.95811,0,,,,,,,
C10353,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10354,-37.74,2.87531,0,,,,,,,
C10355,-94.829,3.09307,0,,,,,,,
C10356,-60.04,1.19133,0,,,,,,,
C10357,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10358,-110.62,4.00474,0,,,,,,,
C10359,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10360,-86.41,3.32458,-1,,,,,,,
C10361,-116.43,2.21112,0,,,,,,,
C10362,-97.68,2.72684,0,,,,,,,
C10363,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10364,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10365,-173.52,4.17575,-1,,,,,,,
C10366,-19.72,2.17362,-1,,,,,,,
C10367,-29.37,2.65217,0,,,,,,,
C10368,-45.78,2.03674,-1,,,,,,,
C10369,-108,3.08013,-1,,,,,,,
C10370,-93.35,3.10128,-1,,,,,,,
C10371,-17.72,1.77686,0,,,,,,,
C10372,-54.94,2.77468,0,,,,,,,
C10373,-69.94,2.09407,-1,,,,,,,
C10374,-66.22,4.30908,0,,,,,,,
C10375,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10376,-119.95,3.0336,0,,,,,,,
C10377,-148.09,2.70193,-1,,,,,,,
C10378,-142.31,1.80209,0,,,,,,,
C10379,-119.95,3.0336,0,,,,,,,
C10380,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10381,-263.78,3.48511,0,,,,,,,
C10382,-422.26,4.42273,0,,,,,,,
C10383,-108.51,2.22063,0,,,,,,,
C10384,-263.78,3.48511,0,,,,,,,
C10385,217.4,4.87693,0,,,,,,,
C10386,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10387,-56.11,1.8057,0,,,,,,,
C10388,-170.38,2.9311,0,,,,,,,
C10389,-6.5,1.56057,0,,,,,,,
C10390,-50.1,1.57085,0,,,,,,,
C10391,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10392,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C10393,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10394,-200.95,3.11794,-1,,,,,,,
C10395,-109.62,3.07888,-1,,,,,,,
C10396,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10397,-103.67,2.96404,0,,,,,,,
C10398,-57.33,1.89212,0,,,,,,,
C10399,-81.35,2.13028,-1,,,,,,,
C10400,8,1.74168,0,,,,,,,
C10401,-161.47,3.02289,-1,,,,,,,
C10402,-80.47,2.93582,0,,,,,,,
C10403,-102.47,1.88376,0,,,,,,,
C10404,-563.82,6.62157,-2,,,,,,,
C10405,-1.51,2.87328,0,,,,,,,
C10406,-208.74,3.48801,0,,,,,,,
C10407,-146.41,3.3439,0,,,,,,,
C10408,-156.46,2.04056,0,,,,,,,
C10409,-156.46,2.04056,0,,,,,,,
C10410,-96.37,2.14034,0,,,,,,,
C10411,-84.37,1.80486,0,,,,,,,
C10412,-219.22,2.01522,0,,,,,,,
C10413,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C10414,-61.48,2.26581,0,,,,,,,
C10415,-153.29,2.39693,0,,,,,,,
C10416,-346.45,4.50729,-1,,,,,,,
C10417,-100.56,5.04813,0,,,,,,,
C10418,-88.97,2.42964,0,,,,,,,
C10419,-138.64,2.41091,0,,,,,,,
C10420,-274.1,3.31778,-1,,,,,,,
C10421,-60.45,3.41064,0,,,,,,,
C10422,-106.72,5.64303,0,,,,,,,
C10424,-176.94,6.10491,0,,,,,,,
C10425,-35.61,3.53566,0,,,,,,,
C10426,-99.53,1.28595,0,,,,,,,
C10427,-124.36,1.49273,0,,,,,,,
C10428,23.9,1.15685,0,,,,,,,
C10429,-63.11,2.56283,0,,,,,,,
C10430,-25.76,1.93552,0,,,,,,,
C10431,-269.71,2.02337,-1,,,,,,,
C10432,-243.14,1.69916,-1,,,,,,,
C10433,-280.21,2.0659,0,,,,,,,
C10434,-233.22,1.6869,-1,,,,,,,
C10435,-42.44,2.42602,0,,,,,,,
C10436,-15.25,2.15229,0,,,,,,,
C10437,-362.9,2.68919,-2,,,,,,,
C10438,-32.27,1.0401,-1,,,,,,,
C10439,-430.1,4.7206,0,,,,,,,
C10441,-243.5,1.57057,-1,,,,,,,
C10443,-73.18,2.92767,0,,,,,,,
C10444,-36.81,1.95949,0,,,,,,,
C10445,-344.91,2.87385,-1,,,,,,,
C10446,-189.12,3.0477,-2,,,,,,,
C10447,-127.22,1.0816,-1,,,,,,,
C10448,-69.35,1.17236,0,,,,,,,
C10449,-63.11,2.56283,0,,,,,,,
C10450,-586.76,5.16119,0,,,,,,,
C10451,-21.6,1.84848,0,,,,,,,
C10452,28.06,1.02784,0,,,,,,,
C10453,-11.42,1.19207,0,,,,,,,
C10454,3.23,1.39291,0,,,,,,,
C10455,-48.31,2.45631,0,,,,,,,
C10456,-428.28,3.85375,0,,,,,,,
C10457,-123.99,2.50362,0,,,,,,,
C10458,-266.22,2.82049,0,,,,,,,
C10459,-69.59,1.38636,0,,,,,,,
C10460,-63.29,2.34036,0,,,,,,,
C10461,-87.44,3.70851,0,,,,,,,
C10462,-89.84,1.332,0,,,,,,,
C10463,-241.53,2.45091,0,,,,,,,
C10464,-133.58,5.70646,0,,,,,,,
C10465,-341.01,3.86449,0,,,,,,,
C10466,-502.55,3.93674,0,,,,,,,
C10467,-134.9,3.92888,0,,,,,,,
C10468,-344.91,2.87385,-1,,,,,,,
C10469,-15.58,1.30494,0,,,,,,,
C10470,-96.58,1.31801,-1,,,,,,,
C10471,-118.22,2.5934,0,,,,,,,
C10472,-17.61,2.34315,0,,,,,,,
C10473,-557.46,5.35703,0,,,,,,,
C10474,-267.32,3.17341,0,,,,,,,
C10475,-4.4,1.17778,0,,,,,,,
C10476,-51.33,1.25766,0,,,,,,,
C10477,-107.08,1.3357,0,,,,,,,
C10478,-0.93,1.4986,0,,,,,,,
C10479,-549.43,4.7677,0,,,,,,,
C10480,-38.28,2.36722,0,,,,,,,
C10481,-466.32,3.89074,0,,,,,,,
C10482,-51.8,1.34864,0,,,,,,,
C10483,-262.93,1.3611,-2,,,,,,,
C10484,-68.59,1.8968,0,,,,,,,
C10485,-464.51,3.89809,0,,,,,,,
C10486,-122.68,2.71442,0,,,,,,,
C10487,-80.61,1.50847,0,,,,,,,
C10488,-586.76,5.16119,0,,,,,,,
C10489,-227.19,2.27942,-1,,,,,,,
C10490,-13.45,2.28742,0,,,,,,,
C10491,-72.5,3.75331,-1,,,,,,,
C10492,-256.57,3.80199,-1,,,,,,,
C10493,-38.28,2.36722,0,,,,,,,
C10494,-30.99,1.37653,0,,,,,,,
C10495,-89.16,2.51163,0,,,,,,,
C10496,-150.33,1.111,-2,,,,,,,
C10497,-45.45,1.51833,1,,,,,,,
C10498,-122.68,2.71442,0,,,,,,,
C10499,-466.32,3.89074,0,,,,,,,
C10500,-468.77,5.40443,-1,,,,,,,
C10501,-428.28,3.85375,0,,,,,,,
C10502,-104.12,5.43794,0,,,,,,,
C10503,-62.61,3.59861,0,,,,,,,
C10504,-100.96,2.36752,0,,,,,,,
C10505,3.42,1.75783,0,,,,,,,
C10506,-117.24,6.9138,0,,,,,,,
C10507,-89.16,2.51163,0,,,,,,,
C10508,-102.09,3.6422,0,,,,,,,
C10509,-212.39,3.06789,0,,,,,,,
C10510,-147.52,2.49055,0,,,,,,,
C10511,-64.67,3.68956,0,,,,,,,
C10512,-139.07,6.90299,0,,,,,,,
C10513,-448.86,4.52882,-1,,,,,,,
C10514,-58.73,4.94326,0,,,,,,,
C10515,-60.45,3.41064,0,,,,,,,
C10516,-137.46,6.09179,0,,,,,,,
C10517,-487.16,1.63139,-1,,,,,,,
C10518,-79.13,3.3088,0,,,,,,,
C10519,-104.15,3.79905,0,,,,,,,
C10520,-132.87,2.50401,0,,,,,,,
C10521,-93.39,2.35176,0,,,,,,,
