ENTRY,DELTAG,UNCERTAINTY,REASON ENERGY COULD NOT BE ESTIMATED
R00001,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R07035,-26.309,1.86399,
R07036,-3.633,1.95984,
R07037,-3.633,1.95984,
R07038,-69.9797,0.799387,
R07039,-10.1,2.00253,
R07040,-10.1,2.00253,
R07041,-92.5767,1.27653,
R07042,-10.1,2.00253,
R07043,-10.1,2.00253,
R07044,-3.633,1.95984,
R07045,-3.633,1.95984,
R07046,-94.3867,1.28103,
R07047,-69.9797,0.799387,
R07048,-94.4667,2.29393,
R07049,-69.9797,0.799387,
R07050,-94.4667,2.29393,
R07051,-94.4667,2.29393,
R07052,-94.4667,2.29393,
R07053,-69.9797,0.799387,
R07054,-94.3867,1.28103,
R07055,-94.4667,2.29393,
R07056,-94.4667,2.29393,
R07057,-69.9797,0.799387,
R07058,2.21,1.10605,
R07059,0,2,
R07060,-2.3,1.11438,
R07061,-65.1597,0.680777,
R07062,-14.84,0.462015,
R07063,Not calculated,Not calculated,Involves unknown structures
R07064,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves groups with unknown energies
R07066,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R07067,-1.107,0.84072,
R07068,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R07069,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R07070,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R07071,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R07072,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R07073,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R07074,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R07075,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R07076,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R07077,Not calculated,Not calculated,Charge imbalanced|Involves compounds with unlabeded atoms
R07078,Not calculated,Not calculated,Charge imbalanced|Involves compounds with unlabeded atoms
R07079,Not calculated,Not calculated,Involves groups with unknown energies
R07080,Not calculated,Not calculated,Involves groups with unknown energies
R07081,-84.3067,2.95281,
R07082,0.367,2.48489,
R07083,-5.306,2.61327,
R07084,Not calculated,Not calculated,Involves groups with unknown energies
R07085,-85.4467,2.7284,
R07086,Not calculated,Not calculated,Involves groups with unknown energies
R07087,-80.6267,2.82327,
R07088,-106.957,1.82488,
R07089,-90.7667,2.28237,
R07090,-108.497,1.79603,
R07091,3.494,1.0091,
R07092,Not calculated,Not calculated,Involves groups with unknown energies
R07093,Not calculated,Not calculated,Involves groups with unknown energies
R07094,Not calculated,Not calculated,Involves groups with unknown energies
R07095,9.167,0.603166,
R07096,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R07097,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R07098,-95.0367,2.29741,
R07099,-102.137,1.99643,
R07100,Not calculated,Not calculated,Involves groups with unknown energies
R07101,9.167,0.603166,
R07102,-13.03,2.34465,
R07103,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced
R07104,-18.97,1.09238,
R07105,-14.387,1.17943,
R07106,-1.7,0.632032,
R07107,Not calculated,Not calculated,Charge imbalanced
R07108,-3.633,1.95984,
R07109,-3.633,1.95984,
R07110,-3.633,1.95984,
R07111,-3.633,1.95984,
R07112,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R07113,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R07114,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R07115,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves groups with unknown energies
R07116,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R07117,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R07118,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R07119,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R07120,Not calculated,Not calculated,Charge imbalanced
R07121,-3.633,1.95984,
R07122,-3.633,1.95984,
R07123,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R07124,-5.757,1.20727,
R07125,-3.09,0.5417,
R07126,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R07127,-4.5,0.23673,
R07128,Not calculated,Not calculated,Involves unknown structures
R07129,Not calculated,Not calculated,Involves unknown structures
R07131,Not calculated,Not calculated,Involves unknown structures
R07132,Not calculated,Not calculated,Involves unknown structures
R07133,2.01,1.70129,
R07134,3.81,1.6395,
R07135,2.9,1.86338,
R07136,6.22,1.09509,
R07137,6.22,1.09509,
R07138,2.3,1.11438,
R07139,6.22,1.09509,
R07140,-6.08,1.16414,
R07141,6.22,1.09509,
R07142,6.22,1.09509,
R07143,3.81,1.6395,
R07144,3.81,1.6395,
R07145,3.57,1.75645,
R07146,2.3,1.11438,
R07147,-2,1.60921,
R07148,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R07149,0.34,1.27825,
R07150,-4.583,2.15919,
R07151,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|Involves compounds with unlabeded atoms
R07152,-27.0097,1.54224,
R07153,Not calculated,Not calculated,Involves unknown structures
R07154,Not calculated,Not calculated,Involves unknown structures
R07155,Not calculated,Not calculated,Involves unknown structures
R07156,-9.803,1.17612,
R07157,Not calculated,Not calculated,Involves unknown structures
R07158,Not calculated,Not calculated,Involves unknown structures
R07159,Not calculated,Not calculated,Involves unknown structures
R07160,0,Not calculated,
R07161,Not calculated,Not calculated,Involves unknown structures
R07162,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R07163,Not calculated,Not calculated,Involves unknown structures
R07164,8.687,1.31216,
R07165,8.687,1.31216,
R07166,Not calculated,Not calculated,Involves unknown structures
R07167,Not calculated,Not calculated,Involves unknown structures
R07168,3.79,1.93143,
R07169,15.09,2.76905,
R07170,-25.3727,1.64189,
R07171,-31.7097,1.26256,
R07172,-31.7097,1.26256,
R07173,-3.0316,1.13279,
R07174,Not calculated,Not calculated,Involves unknown structures
R07175,2.918,2.03765,
R07176,16.602,2.36857,
R07177,0.945,3.40066,
R07178,-1.427,6.46662,
R07179,-1.427,6.46662,
R07180,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R07181,-8.4665,1.15933,
R07182,Not calculated,Not calculated,Involves unknown structures
R07183,-99.2497,0.782544,
R07184,Not calculated,Not calculated,Involves groups with unknown energies
R07185,-108.28,0.782868,
R07186,-110.08,0.830319,
R07187,-110.08,0.830319,
R07188,-71.6797,2.12749,
R07189,-95.8267,1.31456,
R07190,-15.397,3.44897,
R07191,-95.8267,1.31456,
R07192,Not calculated,Not calculated,Involves unknown structures
R07193,Not calculated,Not calculated,Involves unknown structures
R07194,-93.8767,2.39396,
R07195,-119.344,2.50987,
R07196,-104.374,2.28043,
R07197,-119.344,2.50987,
R07198,-95.5367,2.19068,
R07199,-104.907,6.50112,
R07200,-104.907,6.50112,
R07201,-103.247,1.34333,
R07202,-92.5767,1.27653,
R07203,-96.1867,1.35632,
R07204,-96.1867,1.35632,
R07205,-96.1867,1.35632,
R07206,-96.1867,1.35632,
R07207,-94.3867,1.28103,
R07208,-96.1867,1.35632,
R07209,-96.1867,1.35632,
R07210,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R07211,-91.6497,3.34594,
R07212,-91.6497,3.34594,
R07213,-91.6497,3.34594,
R07214,-95.4137,6.98503,
R07215,-98.4737,2.08828,
R07216,-90.6737,1.61528,
R07217,-90.6737,1.61528,
R07218,Not calculated,Not calculated,Involves unknown structures
R07219,16.197,1.17453,
R07220,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R07221,-17.5427,0.991347,
R07222,-6.063,3.62168,
R07223,Not calculated,Not calculated,Involves unknown structures
R07224,-77.9467,2.76792,
R07225,-73.0137,5.5726,
R07226,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced
R07227,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced
R07228,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced
R07229,Not calculated,Not calculated,Involves unknown structures
R07230,Not calculated,Not calculated,Involves unknown structures
R07231,-6.74,2.32676,
R07232,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves groups with unknown energies
R07233,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves groups with unknown energies
R07234,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves groups with unknown energies
R07235,-3.53,2.40602,
R07236,-20.64,2.20641,
R07237,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R07238,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R07239,Not calculated,Not calculated,Involves unknown structures
R07240,-4.36,2.22091,
R07241,-36.09,3.53912,
R07242,-4.36,2.22091,
R07243,-13.11,2.6323,
R07244,23.24,3.1375,
R07245,-8.984,0.874223,
R07246,-2.08,1.34077,
R07247,0.65,0.53738,
R07248,0,2,
R07249,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R07250,-5.803,5.35082,
R07251,-101.288,15.9158,
R07252,-3.614,1.17862,
R07253,-35.473,4.89614,
R07254,-12.743,4.88412,
R07255,-3.614,1.17862,
R07256,-3.45,1.43264,
R07257,0,2,
R07258,-1.7,0.632032,
R07259,-1.7,0.632032,
R07260,-1.7,0.632032,
R07261,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R07262,-5.757,1.20727,
R07263,-8.516,2.00053,
R07264,-0.796,0.676477,
R07265,-0.796,0.676477,
R07266,Not calculated,Not calculated,Atoms imbalanced
R07267,-13,0.667887,
R07268,Not calculated,Not calculated,Charge imbalanced|Involves compounds with unlabeded atoms
R07269,-13,0.667887,
R07270,-3.66,2.28632,
R07271,-16.91,0.638982,
R07272,-16.91,0.638982,
R07273,-1.6,0.693232,
R07274,-11.588,0.964249,
R07275,0.24,0.521421,
R07276,0,2,
R07277,0,2,
R07278,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R07279,-4.5,0.23673,
R07280,-2.317,0.735634,
R07281,-20.78,0.597079,
R07282,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves groups with unknown energies
R07283,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R07284,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R07285,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves groups with unknown energies
R07286,-20.456,6.03296,
R07287,-4.5,0.23673,
R07288,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R07289,-4.5,0.23673,
R07290,-1.54,0.777886,
R07291,-2.143,0.675486,
R07292,Not calculated,Not calculated,Involves unknown structures
R07293,-2.143,0.675486,
R07294,-5.757,1.20727,
R07295,-5.757,1.20727,
R07296,-5.757,1.20727,
R07297,-2.317,0.735634,
R07298,-2.317,0.735634,
R07299,-2.317,0.735634,
R07300,-2.003,0.984391,
R07301,-2.003,0.984391,
R07302,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R07303,0.737,0.975521,
R07304,-4.14,1.46627,
R07305,-41.853,2.60861,
R07306,-11.237,3.10814,
R07307,-13.386,1.78561,
R07308,Not calculated,Not calculated,Involves unknown structures|Involves compounds with unlabeded atoms
R07309,Not calculated,Not calculated,Involves unknown structures|Involves compounds with unlabeded atoms
R07310,Not calculated,Not calculated,Involves unknown structures|Involves compounds with unlabeded atoms
R07311,Not calculated,Not calculated,Involves groups with unknown energies
R07312,-4.9,0.530953,
R07313,-24.59,2.50559,
R07314,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R07315,-15.713,5.05869,
R07316,3.53,0.866025,
R07317,-11.077,0.950028,
R07318,-11.107,0.944721,
R07319,0,2,
R07320,14.4,12.6866,
R07321,7.2,6.34328,
R07322,-119.15,13.0797,
R07323,-126.743,13.1825,
R07324,-1.68,0.94013,
R07325,Not calculated,Not calculated,Involves unknown structures
R07326,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R07327,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves groups with unknown energies
R07328,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R07329,-110.08,0.830319,
R07330,-4.36,2.22091,
R07331,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R07332,Not calculated,Not calculated,Atoms imbalanced
R07333,Not calculated,Not calculated,Atoms imbalanced
R07334,-1.7,0.632032,
R07335,-1.7,0.632032,
R07336,-1.7,0.632032,
R07337,-1.7,0.632032,
R07338,Not calculated,Not calculated,Atoms imbalanced
R07339,-1.7,0.632032,
R07340,-1.7,0.632032,
R07341,Not calculated,Not calculated,Involves unknown structures
R07342,-3.683,0.840143,
R07343,Not calculated,Not calculated,Involves unknown structures
R07344,Not calculated,Not calculated,Atoms imbalanced
R07345,3.37,3.88818,
R07346,3.57,1.75645,
R07347,Not calculated,Not calculated,Involves unknown structures
R07348,Not calculated,Not calculated,Involves unknown structures
R07349,Not calculated,Not calculated,Involves unknown structures
R07350,Not calculated,Not calculated,Involves unknown structures
R07351,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves groups with unknown energies
R07352,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves groups with unknown energies
R07353,-147.843,3.14393,
R07354,-6.33,1.96968,
R07355,-6.33,1.96968,
R07356,Not calculated,Not calculated,Involves unknown structures
R07357,Not calculated,Not calculated,Involves unknown structures
R07358,Not calculated,Not calculated,Involves unknown structures
R07359,Not calculated,Not calculated,Involves unknown structures
R07360,-22.3667,1.33952,
R07361,Not calculated,Not calculated,Involves unknown structures
R07362,-92.0997,1.79826,
R07363,-133.357,1.39798,
R07364,-130.64,1.30593,
R07365,-61.8517,3.20156,
R07366,-121.917,1.01059,
R07367,-121.157,1.17201,
R07368,-120.407,1.62729,
R07369,-95.8267,1.31456,
R07370,-95.8267,1.31456,
R07371,-95.8267,1.31456,
R07372,-96.1867,1.35632,
R07373,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R07374,Not calculated,Not calculated,Involves unknown structures
R07375,-4.36,2.22091,
R07376,0,2,
R07377,-1.24,0.384678,
R07378,-1.75,1.28569,
R07379,-2.143,0.675486,
R07380,-3.573,0.794341,
R07381,-3.573,0.794341,
R07382,-3.614,1.17862,
R07383,-2.317,0.735634,
R07384,5.74,0.451684,
R07385,-3.573,0.794341,
R07386,1.24,0.384678,
R07387,-2.143,0.675486,
R07388,-3.573,0.794341,
R07389,-4.5,0.23673,
R07390,0,2,
R07392,-8.167,0.693353,
R07393,8.94,1.10334,
R07394,-2.317,0.735634,
R07395,6.623,1.32609,
R07396,0,2,
R07397,-1.7,0.632032,
R07398,-3.573,0.794341,
R07399,-8.927,1.30861,
R07400,-23.0227,1.06194,
R07401,-90.957,0.903266,
R07402,-1.703,0.889163,
R07403,-112.537,1.27455,
R07404,-21.914,1.55945,
R07405,17.26,1.4762,
R07406,-3.09,0.5417,
R07407,-21.64,1.99003,
R07408,-2.527,1.44956,
R07409,Not calculated,Not calculated,Involves unknown structures
R07410,-21.64,1.99003,
R07411,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R07412,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R07413,-3.113,0.692797,
R07414,-6.354,0.856942,
R07415,-24.0227,1.03587,
R07416,-2.486,1.23168,
R07417,-9.803,1.17612,
R07418,-9.803,1.17612,
R07419,-0.463,0.848213,
R07420,-6.034,3.43128,
R07421,-96.1867,1.35632,
R07422,-92.9467,1.55166,
R07423,-81.9267,1.22974,
R07424,Not calculated,Not calculated,Atoms imbalanced
R07425,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R07426,-1.7,0.632032,
R07427,0,2,
R07428,0.75,1.13993,
R07429,-13.57,1.55097,
R07430,-94.3867,1.28103,
R07431,Not calculated,Not calculated,Involves unknown structures
R07432,-3.614,1.17862,
R07433,3.614,1.17862,
R07434,3.614,1.17862,
R07436,Not calculated,Not calculated,Atoms imbalanced
R07437,-3.67,1.09642,
R07440,-95.8267,1.31456,
R07441,-9.803,1.17612,
R07442,-9.803,1.17612,
R07443,Not calculated,Not calculated,Involves unknown structures
R07444,Not calculated,Not calculated,Charge imbalanced
R07445,-94.3867,1.28103,
R07446,Not calculated,Not calculated,Charge imbalanced
R07447,-13.57,1.55097,
R07448,Not calculated,Not calculated,Charge imbalanced
R07449,Not calculated,Not calculated,Charge imbalanced
R07450,Not calculated,Not calculated,Charge imbalanced
R07451,Not calculated,Not calculated,Charge imbalanced
R07452,-94.3867,1.28103,
R07453,-94.3867,1.28103,
R07454,-94.3867,1.28103,
R07455,-93.8867,0.803911,
R07456,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R07457,-93.8867,0.803911,
R07458,-93.8867,0.803911,
R07459,Not calculated,Not calculated,Involves unknown structures
R07460,Not calculated,Not calculated,Involves unknown structures
R07461,Not calculated,Not calculated,Involves unknown structures
R07462,Not calculated,Not calculated,Involves unknown structures
R07463,Not calculated,Not calculated,Charge imbalanced
R07464,Not calculated,Not calculated,Involves unknown structures
R07465,Not calculated,Not calculated,Involves unknown structures
R07466,Not calculated,Not calculated,Charge imbalanced
R07467,Not calculated,Not calculated,Involves unknown structures
R07468,Not calculated,Not calculated,Charge imbalanced
R07469,Not calculated,Not calculated,Charge imbalanced
R07470,Not calculated,Not calculated,Involves unknown structures
R07471,Not calculated,Not calculated,Atoms imbalanced
R07472,Not calculated,Not calculated,Charge imbalanced
R07473,Not calculated,Not calculated,Charge imbalanced
R07474,Not calculated,Not calculated,Charge imbalanced
R07475,-13,0.667887,
R07476,11.9225,1.06536,
R07477,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R07478,-12.52,3.37804,
